2 10 4.44
2 10 4.33
2 10 4.55
3 10 4.22
3 10 4.26
3 10 3.55
3 10 3.46
3 10 3.63
3 10 3.69
3 10 3.64
3 10 3.52
3 10 3.55
3 10 3.47
4 10 2.76
4 10 2.83
4 10 5.28
4 10 2.83
4 10 2.76
4 10 2.8
4 10 2.87
4 10 2.65
4 10 2.8
4 10 2.65
5 10 1.78
5 10 2.08
5 10 1.87
5 10 1.88
5 10 1.89
5 10 2.03
5 10 1.81
5 10 1.84
5 10 1.86
5 10 1.95
6 10 1.87
6 10 2.95
6 10 1.89
6 10 1.91
6 10 1.93
6 10 1.85
6 10 1.9
6 10 1.92
6 10 1.93
6 10 1.84
7 10 1.85
7 10 1.91
7 10 1.9
7 10 1.89
7 10 1.85
7 10 1.9
7 10 1.84
7 10 1.93
7 10 1.9
7 10 1.86
8 10 2.91
8 10 1.92
8 10 1.9
8 10 1.96
8 10 1.98
8 10 1.96
8 10 1.98
8 10 1.93
8 10 1.93
8 10 1.9
9 10 1.85
9 10 1.86
9 10 1.85
9 10 1.78
9 10 2.1
9 10 1.86
9 10 1.81
9 10 1.77
9 10 1.78
9 10 1.85
10 10 1.31
10 10 0.95
10 10 0.94
10 10 1.12
10 10 1.34
10 10 1.33
10 10 1.25
10 10 1.55
10 10 1.35
10 10 1.3
11 10 1.74
11 10 1.73
11 10 1.71
11 10 1.5
11 10 1.83
11 10 0.93
11 10 0.93
11 10 0.91
11 10 1.64
11 10 1.26
12 10 1.79
12 10 1.84
12 10 1.61
12 10 1.83
12 10 1.73
12 10 1.71
12 10 1.87
12 10 1.88
12 10 1.74
12 10 1.57
13 10 1.68
13 10 0.92
13 10 1.59
13 10 1.27
13 10 1.69
13 10 1.8
13 10 0.93
13 10 1.76
13 10 1.67
13 10 0.94
14 10 1.05
14 10 1.76
14 10 1.68
14 10 1.79
14 10 1.67
14 10 1.64
14 10 1.68
14 10 1.72
14 10 1.71
14 10 1.59
15 10 1.72
15 10 1.85
15 10 1.72
15 10 1.57
15 10 1.73
15 10 1.72
15 10 1.77
15 10 1.87
15 10 1.87
15 10 1.87
16 10 1.81
16 10 1.8
16 10 1.78
16 10 1.73
16 10 1.85
16 10 1.74
16 10 1.79
16 10 1.79
16 10 1.67
16 10 1.74
1 10 8.91
1 10 8.33
1 10 8.72
1 10 8.6
1 10 8.75
1 10 8.73
1 10 8.63
1 10 8.81
1 10 8.71
1 10 8.46
2 10 4.44
2 10 4.56
2 10 4.41
2 10 4.37
2 10 4.6
2 10 4.34
2 10 4.56
2 10 4.46
2 10 4.43
2 10 4.45
3 10 3.73
3 10 3.49
3 10 3.46
3 10 3.51
3 10 3.6
3 10 3.51
3 10 3.5
3 10 3.63
3 10 3.53
3 10 3.54
4 10 2.66
4 10 2.72
4 10 2.76
4 10 2.69
4 10 2.64
4 10 2.6
4 10 2.75
4 10 2.72
4 10 2.74
4 10 2.71
5 10 1.78
5 10 1.81
5 10 1.75
5 10 1.86
5 10 1.77
5 10 1.72
5 10 1.73
5 10 1.77
5 10 1.93
5 10 1.76
6 10 1.91
6 10 1.84
6 10 1.84
6 10 2
6 10 1.82
6 10 1.9
6 10 1.81
6 10 1.9
6 10 1.9
6 10 1.8
7 10 1.83
7 10 1.97
7 10 1.9
7 10 1.88
7 10 1.92
7 10 1.9
7 10 1.88
7 10 1.94
7 10 1.9
7 10 1.94
8 10 1.97
8 10 1.89
8 10 1.92
8 10 1.91
8 10 1.9
8 10 1.9
8 10 1.89
8 10 1.94
8 10 1.9
8 10 1.94
9 10 1.86
9 10 2
9 10 1.76
9 10 1.85
9 10 1.87
9 10 1.91
9 10 1.83
9 10 1.9
9 10 1.88
9 10 1.81
10 10 0.99
10 10 0.96
10 10 0.97
10 10 1.76
10 10 1.75
10 10 1.82
10 10 1.13
10 10 0.98
10 10 0.97
10 10 1.33
11 10 1.58
11 10 1.62
11 10 1.5
11 10 1.84
11 10 1.33
11 10 0.99
11 10 1.62
11 10 1.63
11 10 1.82
11 10 1.31
12 10 1.81
12 10 1.74
12 10 1.75
12 10 1.37
12 10 1.73
12 10 1.73
12 10 0.97
12 10 1.9
12 10 1.82
12 10 1.93
13 10 1.49
13 10 1.76
13 10 1.78
13 10 1.62
13 10 1.7
13 10 1.6
13 10 0.87
13 10 1.49
13 10 1.59
13 10 1.7
14 10 1.68
14 10 1.77
14 10 1.62
14 10 1.75
14 10 1.04
14 10 1.79
14 10 1.85
14 10 1.74
14 10 1.8
14 10 1.43
15 10 1.87
15 10 1.76
15 10 1.89
15 10 1.91
15 10 1.8
15 10 1.85
15 10 1.92
15 10 1.79
15 10 1.73
15 10 1.75
16 10 1.67
16 10 1.67
16 10 1.77
16 10 1.91
16 10 1.72
16 10 1.86
16 10 1.85
16 10 1.85
16 10 1.72
16 10 1.84
